Crank_angle,Volume,cf_value,density,viscosity,mass_of_fuel,load,pressure,Fuel
1,40.16,42500,840,2.49,0.00028,10.44,1.45,Diesel
2,40.34,42500,840,2.49,0.00028,10.44,1.45,Diesel
3,40.65,42500,840,2.49,0.00028,10.44,1.42,Diesel
4,41.09,42500,840,2.49,0.00028,10.44,1.38,Diesel
5,41.65,42500,840,2.49,0.00028,10.44,1.38,Diesel
6,42.33,42500,840,2.49,0.00028,10.44,1.31,Diesel
7,43.14,42500,840,2.49,0.00028,10.44,1.25,Diesel
8,44.07,42500,840,2.49,0.00028,10.44,1.25,Diesel
9,45.12,42500,840,2.49,0.00028,10.44,1.18,Diesel
10,46.29,42500,840,2.49,0.00028,10.44,1.15,Diesel
11,47.59,42500,840,2.49,0.00028,10.44,1.04,Diesel
12,49,42500,840,2.49,0.00028,10.44,1.04,Diesel
13,50.54,42500,840,2.49,0.00028,10.44,1.01,Diesel
14,52.19,42500,840,2.49,0.00028,10.44,0.91,Diesel
15,53.97,42500,840,2.49,0.00028,10.44,0.94,Diesel
16,55.86,42500,840,2.49,0.00028,10.44,0.94,Diesel
17,57.87,42500,840,2.49,0.00028,10.44,0.91,Diesel
18,60,42500,840,2.49,0.00028,10.44,0.94,Diesel
19,62.24,42500,840,2.49,0.00028,10.44,0.94,Diesel
20,64.59,42500,840,2.49,0.00028,10.44,0.94,Diesel
21,67.06,42500,840,2.49,0.00028,10.44,0.91,Diesel
22,69.64,42500,840,2.49,0.00028,10.44,0.91,Diesel
23,72.33,42500,840,2.49,0.00028,10.44,0.91,Diesel
24,75.13,42500,840,2.49,0.00028,10.44,0.88,Diesel
25,78.04,42500,840,2.49,0.00028,10.44,0.84,Diesel
26,81.06,42500,840,2.49,0.00028,10.44,0.88,Diesel
27,84.18,42500,840,2.49,0.00028,10.44,0.84,Diesel
28,87.4,42500,840,2.49,0.00028,10.44,0.91,Diesel
29,90.73,42500,840,2.49,0.00028,10.44,0.91,Diesel
30,94.16,42500,840,2.49,0.00028,10.44,0.91,Diesel
31,97.68,42500,840,2.49,0.00028,10.44,0.91,Diesel
32,101.31,42500,840,2.49,0.00028,10.44,0.91,Diesel
33,105.03,42500,840,2.49,0.00028,10.44,0.91,Diesel
34,108.85,42500,840,2.49,0.00028,10.44,0.91,Diesel
35,112.76,42500,840,2.49,0.00028,10.44,0.91,Diesel
36,116.75,42500,840,2.49,0.00028,10.44,0.94,Diesel
37,120.84,42500,840,2.49,0.00028,10.44,0.91,Diesel
38,125.02,42500,840,2.49,0.00028,10.44,0.94,Diesel
39,129.28,42500,840,2.49,0.00028,10.44,0.94,Diesel
40,133.63,42500,840,2.49,0.00028,10.44,0.91,Diesel
41,138.05,42500,840,2.49,0.00028,10.44,0.94,Diesel
42,142.56,42500,840,2.49,0.00028,10.44,0.91,Diesel
43,147.15,42500,840,2.49,0.00028,10.44,0.94,Diesel
44,151.81,42500,840,2.49,0.00028,10.44,0.94,Diesel
45,156.54,42500,840,2.49,0.00028,10.44,0.94,Diesel
46,161.35,42500,840,2.49,0.00028,10.44,0.94,Diesel
47,166.22,42500,840,2.49,0.00028,10.44,0.94,Diesel
48,171.16,42500,840,2.49,0.00028,10.44,0.94,Diesel
49,176.17,42500,840,2.49,0.00028,10.44,0.94,Diesel
50,181.24,42500,840,2.49,0.00028,10.44,0.94,Diesel
51,186.37,42500,840,2.49,0.00028,10.44,0.94,Diesel
52,191.56,42500,840,2.49,0.00028,10.44,0.94,Diesel
53,196.81,42500,840,2.49,0.00028,10.44,0.91,Diesel
54,202.11,42500,840,2.49,0.00028,10.44,0.94,Diesel
55,207.46,42500,840,2.49,0.00028,10.44,0.94,Diesel
56,212.87,42500,840,2.49,0.00028,10.44,0.94,Diesel
57,218.32,42500,840,2.49,0.00028,10.44,0.94,Diesel
58,223.81,42500,840,2.49,0.00028,10.44,0.94,Diesel
59,229.35,42500,840,2.49,0.00028,10.44,0.94,Diesel
60,234.93,42500,840,2.49,0.00028,10.44,0.94,Diesel
61,240.55,42500,840,2.49,0.00028,10.44,0.94,Diesel
62,246.21,42500,840,2.49,0.00028,10.44,0.94,Diesel
63,251.9,42500,840,2.49,0.00028,10.44,0.94,Diesel
64,257.62,42500,840,2.49,0.00028,10.44,0.94,Diesel
65,263.37,42500,840,2.49,0.00028,10.44,0.94,Diesel
66,269.14,42500,840,2.49,0.00028,10.44,0.94,Diesel
67,274.95,42500,840,2.49,0.00028,10.44,0.94,Diesel
68,280.77,42500,840,2.49,0.00028,10.44,0.94,Diesel
69,286.62,42500,840,2.49,0.00028,10.44,0.94,Diesel
70,292.48,42500,840,2.49,0.00028,10.44,0.94,Diesel
71,298.36,42500,840,2.49,0.00028,10.44,0.94,Diesel
72,304.25,42500,840,2.49,0.00028,10.44,0.94,Diesel
73,310.16,42500,840,2.49,0.00028,10.44,0.98,Diesel
74,316.07,42500,840,2.49,0.00028,10.44,0.98,Diesel
75,322,42500,840,2.49,0.00028,10.44,0.98,Diesel
76,327.92,42500,840,2.49,0.00028,10.44,0.98,Diesel
77,333.85,42500,840,2.49,0.00028,10.44,1.01,Diesel
78,339.78,42500,840,2.49,0.00028,10.44,0.94,Diesel
79,345.71,42500,840,2.49,0.00028,10.44,0.98,Diesel
80,351.64,42500,840,2.49,0.00028,10.44,1.01,Diesel
81,357.56,42500,840,2.49,0.00028,10.44,0.94,Diesel
82,363.48,42500,840,2.49,0.00028,10.44,0.98,Diesel
83,369.38,42500,840,2.49,0.00028,10.44,0.98,Diesel
84,375.27,42500,840,2.49,0.00028,10.44,1.01,Diesel
85,381.15,42500,840,2.49,0.00028,10.44,0.94,Diesel
86,387.02,42500,840,2.49,0.00028,10.44,0.98,Diesel
87,392.87,42500,840,2.49,0.00028,10.44,0.98,Diesel
88,398.69,42500,840,2.49,0.00028,10.44,1.01,Diesel
89,404.5,42500,840,2.49,0.00028,10.44,0.94,Diesel
90,410.29,42500,840,2.49,0.00028,10.44,0.98,Diesel
91,416.05,42500,840,2.49,0.00028,10.44,1.01,Diesel
92,421.78,42500,840,2.49,0.00028,10.44,0.98,Diesel
93,427.49,42500,840,2.49,0.00028,10.44,1.01,Diesel
94,433.17,42500,840,2.49,0.00028,10.44,0.94,Diesel
95,438.81,42500,840,2.49,0.00028,10.44,1.01,Diesel
96,444.43,42500,840,2.49,0.00028,10.44,0.94,Diesel
97,450.01,42500,840,2.49,0.00028,10.44,0.98,Diesel
98,455.55,42500,840,2.49,0.00028,10.44,1.04,Diesel
99,461.06,42500,840,2.49,0.00028,10.44,1.01,Diesel
100,466.52,42500,840,2.49,0.00028,10.44,0.98,Diesel
101,471.95,42500,840,2.49,0.00028,10.44,1.04,Diesel
102,477.34,42500,840,2.49,0.00028,10.44,1.01,Diesel
103,482.68,42500,840,2.49,0.00028,10.44,1.01,Diesel
104,487.98,42500,840,2.49,0.00028,10.44,1.01,Diesel
105,493.23,42500,840,2.49,0.00028,10.44,1.01,Diesel
106,498.43,42500,840,2.49,0.00028,10.44,1.01,Diesel
107,503.59,42500,840,2.49,0.00028,10.44,1.01,Diesel
108,508.7,42500,840,2.49,0.00028,10.44,1.04,Diesel
109,513.75,42500,840,2.49,0.00028,10.44,1.08,Diesel
110,518.76,42500,840,2.49,0.00028,10.44,1.04,Diesel
111,523.71,42500,840,2.49,0.00028,10.44,1.08,Diesel
112,528.6,42500,840,2.49,0.00028,10.44,1.04,Diesel
113,533.45,42500,840,2.49,0.00028,10.44,1.08,Diesel
114,538.23,42500,840,2.49,0.00028,10.44,1.08,Diesel
115,542.96,42500,840,2.49,0.00028,10.44,1.08,Diesel
116,547.63,42500,840,2.49,0.00028,10.44,1.08,Diesel
117,552.25,42500,840,2.49,0.00028,10.44,1.08,Diesel
118,556.8,42500,840,2.49,0.00028,10.44,1.11,Diesel
119,561.29,42500,840,2.49,0.00028,10.44,1.15,Diesel
120,565.72,42500,840,2.49,0.00028,10.44,1.11,Diesel
121,570.09,42500,840,2.49,0.00028,10.44,1.18,Diesel
122,574.4,42500,840,2.49,0.00028,10.44,1.18,Diesel
123,578.64,42500,840,2.49,0.00028,10.44,1.15,Diesel
124,582.82,42500,840,2.49,0.00028,10.44,1.15,Diesel
125,586.93,42500,840,2.49,0.00028,10.44,1.15,Diesel
126,590.98,42500,840,2.49,0.00028,10.44,1.15,Diesel
127,594.96,42500,840,2.49,0.00028,10.44,1.18,Diesel
128,598.87,42500,840,2.49,0.00028,10.44,1.21,Diesel
129,602.72,42500,840,2.49,0.00028,10.44,1.18,Diesel
130,606.49,42500,840,2.49,0.00028,10.44,1.18,Diesel
131,610.2,42500,840,2.49,0.00028,10.44,1.21,Diesel
132,613.84,42500,840,2.49,0.00028,10.44,1.18,Diesel
133,617.41,42500,840,2.49,0.00028,10.44,1.21,Diesel
134,620.91,42500,840,2.49,0.00028,10.44,1.21,Diesel
135,624.34,42500,840,2.49,0.00028,10.44,1.21,Diesel
136,627.7,42500,840,2.49,0.00028,10.44,1.21,Diesel
137,630.99,42500,840,2.49,0.00028,10.44,1.25,Diesel
138,634.2,42500,840,2.49,0.00028,10.44,1.28,Diesel
139,637.35,42500,840,2.49,0.00028,10.44,1.18,Diesel
140,640.42,42500,840,2.49,0.00028,10.44,1.25,Diesel
141,643.42,42500,840,2.49,0.00028,10.44,1.28,Diesel
142,646.34,42500,840,2.49,0.00028,10.44,1.21,Diesel
143,649.19,42500,840,2.49,0.00028,10.44,1.28,Diesel
144,651.97,42500,840,2.49,0.00028,10.44,1.25,Diesel
145,654.68,42500,840,2.49,0.00028,10.44,1.31,Diesel
146,657.31,42500,840,2.49,0.00028,10.44,1.28,Diesel
147,659.86,42500,840,2.49,0.00028,10.44,1.25,Diesel
148,662.35,42500,840,2.49,0.00028,10.44,1.35,Diesel
149,664.75,42500,840,2.49,0.00028,10.44,1.28,Diesel
150,667.09,42500,840,2.49,0.00028,10.44,1.25,Diesel
151,669.34,42500,840,2.49,0.00028,10.44,1.35,Diesel
152,671.52,42500,840,2.49,0.00028,10.44,1.28,Diesel
153,673.63,42500,840,2.49,0.00028,10.44,1.28,Diesel
154,675.66,42500,840,2.49,0.00028,10.44,1.28,Diesel
155,677.62,42500,840,2.49,0.00028,10.44,1.28,Diesel
156,679.5,42500,840,2.49,0.00028,10.44,1.31,Diesel
157,681.3,42500,840,2.49,0.00028,10.44,1.31,Diesel
158,683.03,42500,840,2.49,0.00028,10.44,1.35,Diesel
159,684.68,42500,840,2.49,0.00028,10.44,1.35,Diesel
160,686.25,42500,840,2.49,0.00028,10.44,1.35,Diesel
161,687.75,42500,840,2.49,0.00028,10.44,1.38,Diesel
162,689.17,42500,840,2.49,0.00028,10.44,1.38,Diesel
163,690.52,42500,840,2.49,0.00028,10.44,1.38,Diesel
164,691.79,42500,840,2.49,0.00028,10.44,1.38,Diesel
165,692.98,42500,840,2.49,0.00028,10.44,1.42,Diesel
166,694.09,42500,840,2.49,0.00028,10.44,1.38,Diesel
167,695.13,42500,840,2.49,0.00028,10.44,1.42,Diesel
168,696.09,42500,840,2.49,0.00028,10.44,1.42,Diesel
169,696.98,42500,840,2.49,0.00028,10.44,1.42,Diesel
170,697.79,42500,840,2.49,0.00028,10.44,1.42,Diesel
171,698.52,42500,840,2.49,0.00028,10.44,1.42,Diesel
172,699.17,42500,840,2.49,0.00028,10.44,1.42,Diesel
173,699.75,42500,840,2.49,0.00028,10.44,1.42,Diesel
174,700.25,42500,840,2.49,0.00028,10.44,1.42,Diesel
175,700.67,42500,840,2.49,0.00028,10.44,1.45,Diesel
176,701.02,42500,840,2.49,0.00028,10.44,1.48,Diesel
177,701.29,42500,840,2.49,0.00028,10.44,1.45,Diesel
178,701.48,42500,840,2.49,0.00028,10.44,1.48,Diesel
179,701.59,42500,840,2.49,0.00028,10.44,1.48,Diesel
180,701.63,42500,840,2.49,0.00028,10.44,1.45,Diesel
181,701.59,42500,840,2.49,0.00028,10.44,1.48,Diesel
182,701.48,42500,840,2.49,0.00028,10.44,1.48,Diesel
183,701.28,42500,840,2.49,0.00028,10.44,1.48,Diesel
184,701.01,42500,840,2.49,0.00028,10.44,1.48,Diesel
185,700.66,42500,840,2.49,0.00028,10.44,1.48,Diesel
186,700.24,42500,840,2.49,0.00028,10.44,1.52,Diesel
187,699.74,42500,840,2.49,0.00028,10.44,1.55,Diesel
188,699.16,42500,840,2.49,0.00028,10.44,1.48,Diesel
189,698.5,42500,840,2.49,0.00028,10.44,1.52,Diesel
190,697.77,42500,840,2.49,0.00028,10.44,1.55,Diesel
191,696.96,42500,840,2.49,0.00028,10.44,1.48,Diesel
192,696.07,42500,840,2.49,0.00028,10.44,1.55,Diesel
193,695.11,42500,840,2.49,0.00028,10.44,1.52,Diesel
194,694.07,42500,840,2.49,0.00028,10.44,1.58,Diesel
195,692.95,42500,840,2.49,0.00028,10.44,1.55,Diesel
196,691.76,42500,840,2.49,0.00028,10.44,1.52,Diesel
197,690.49,42500,840,2.49,0.00028,10.44,1.58,Diesel
198,689.14,42500,840,2.49,0.00028,10.44,1.55,Diesel
199,687.72,42500,840,2.49,0.00028,10.44,1.52,Diesel
200,686.22,42500,840,2.49,0.00028,10.44,1.58,Diesel
201,684.65,42500,840,2.49,0.00028,10.44,1.55,Diesel
202,682.99,42500,840,2.49,0.00028,10.44,1.55,Diesel
203,681.27,42500,840,2.49,0.00028,10.44,1.55,Diesel
204,679.46,42500,840,2.49,0.00028,10.44,1.55,Diesel
205,677.58,42500,840,2.49,0.00028,10.44,1.55,Diesel
206,675.63,42500,840,2.49,0.00028,10.44,1.58,Diesel
207,673.59,42500,840,2.49,0.00028,10.44,1.58,Diesel
208,671.49,42500,840,2.49,0.00028,10.44,1.58,Diesel
209,669.3,42500,840,2.49,0.00028,10.44,1.62,Diesel
210,667.05,42500,840,2.49,0.00028,10.44,1.58,Diesel
211,664.71,42500,840,2.49,0.00028,10.44,1.62,Diesel
212,662.3,42500,840,2.49,0.00028,10.44,1.62,Diesel
213,659.82,42500,840,2.49,0.00028,10.44,1.62,Diesel
214,657.27,42500,840,2.49,0.00028,10.44,1.65,Diesel
215,654.63,42500,840,2.49,0.00028,10.44,1.68,Diesel
216,651.93,42500,840,2.49,0.00028,10.44,1.65,Diesel
217,649.15,42500,840,2.49,0.00028,10.44,1.68,Diesel
218,646.3,42500,840,2.49,0.00028,10.44,1.65,Diesel
219,643.37,42500,840,2.49,0.00028,10.44,1.72,Diesel
220,640.37,42500,840,2.49,0.00028,10.44,1.68,Diesel
221,637.3,42500,840,2.49,0.00028,10.44,1.65,Diesel
222,634.16,42500,840,2.49,0.00028,10.44,1.72,Diesel
223,630.94,42500,840,2.49,0.00028,10.44,1.72,Diesel
224,627.65,42500,840,2.49,0.00028,10.44,1.72,Diesel
225,624.29,42500,840,2.49,0.00028,10.44,1.75,Diesel
226,620.87,42500,840,2.49,0.00028,10.44,1.75,Diesel
227,617.36,42500,840,2.49,0.00028,10.44,1.75,Diesel
228,613.79,42500,840,2.49,0.00028,10.44,1.79,Diesel
229,610.16,42500,840,2.49,0.00028,10.44,1.82,Diesel
230,606.45,42500,840,2.49,0.00028,10.44,1.75,Diesel
231,602.67,42500,840,2.49,0.00028,10.44,1.79,Diesel
232,598.82,42500,840,2.49,0.00028,10.44,1.85,Diesel
233,594.91,42500,840,2.49,0.00028,10.44,1.82,Diesel
234,590.93,42500,840,2.49,0.00028,10.44,1.79,Diesel
235,586.89,42500,840,2.49,0.00028,10.44,1.89,Diesel
236,582.77,42500,840,2.49,0.00028,10.44,1.82,Diesel
237,578.6,42500,840,2.49,0.00028,10.44,1.85,Diesel
238,574.36,42500,840,2.49,0.00028,10.44,1.85,Diesel
239,570.05,42500,840,2.49,0.00028,10.44,1.89,Diesel
240,565.68,42500,840,2.49,0.00028,10.44,1.89,Diesel
241,561.25,42500,840,2.49,0.00028,10.44,1.92,Diesel
242,556.76,42500,840,2.49,0.00028,10.44,1.95,Diesel
243,552.21,42500,840,2.49,0.00028,10.44,1.95,Diesel
244,547.6,42500,840,2.49,0.00028,10.44,1.95,Diesel
245,542.93,42500,840,2.49,0.00028,10.44,1.95,Diesel
246,538.2,42500,840,2.49,0.00028,10.44,1.99,Diesel
247,533.41,42500,840,2.49,0.00028,10.44,2.06,Diesel
248,528.57,42500,840,2.49,0.00028,10.44,2.09,Diesel
249,523.68,42500,840,2.49,0.00028,10.44,2.02,Diesel
250,518.73,42500,840,2.49,0.00028,10.44,2.09,Diesel
251,513.72,42500,840,2.49,0.00028,10.44,2.09,Diesel
252,508.67,42500,840,2.49,0.00028,10.44,2.12,Diesel
253,503.56,42500,840,2.49,0.00028,10.44,2.16,Diesel
254,498.41,42500,840,2.49,0.00028,10.44,2.16,Diesel
255,493.2,42500,840,2.49,0.00028,10.44,2.19,Diesel
256,487.95,42500,840,2.49,0.00028,10.44,2.26,Diesel
257,482.66,42500,840,2.49,0.00028,10.44,2.26,Diesel
258,477.32,42500,840,2.49,0.00028,10.44,2.29,Diesel
259,471.93,42500,840,2.49,0.00028,10.44,2.32,Diesel
260,466.51,42500,840,2.49,0.00028,10.44,2.39,Diesel
261,461.04,42500,840,2.49,0.00028,10.44,2.36,Diesel
262,455.54,42500,840,2.49,0.00028,10.44,2.39,Diesel
263,450,42500,840,2.49,0.00028,10.44,2.43,Diesel
264,444.42,42500,840,2.49,0.00028,10.44,2.46,Diesel
265,438.81,42500,840,2.49,0.00028,10.44,2.53,Diesel
266,433.16,42500,840,2.49,0.00028,10.44,2.53,Diesel
267,427.49,42500,840,2.49,0.00028,10.44,2.59,Diesel
268,421.78,42500,840,2.49,0.00028,10.44,2.66,Diesel
269,416.05,42500,840,2.49,0.00028,10.44,2.66,Diesel
270,410.29,42500,840,2.49,0.00028,10.44,2.7,Diesel
271,404.5,42500,840,2.49,0.00028,10.44,2.73,Diesel
272,398.7,42500,840,2.49,0.00028,10.44,2.8,Diesel
273,392.87,42500,840,2.49,0.00028,10.44,2.83,Diesel
274,387.02,42500,840,2.49,0.00028,10.44,2.9,Diesel
275,381.16,42500,840,2.49,0.00028,10.44,2.9,Diesel
276,375.28,42500,840,2.49,0.00028,10.44,2.93,Diesel
277,369.39,42500,840,2.49,0.00028,10.44,3,Diesel
278,363.49,42500,840,2.49,0.00028,10.44,3.1,Diesel
279,357.58,42500,840,2.49,0.00028,10.44,3.13,Diesel
280,351.66,42500,840,2.49,0.00028,10.44,3.2,Diesel
281,345.73,42500,840,2.49,0.00028,10.44,3.27,Diesel
282,339.8,42500,840,2.49,0.00028,10.44,3.34,Diesel
283,333.87,42500,840,2.49,0.00028,10.44,3.4,Diesel
284,327.95,42500,840,2.49,0.00028,10.44,3.5,Diesel
285,322.02,42500,840,2.49,0.00028,10.44,3.5,Diesel
286,316.1,42500,840,2.49,0.00028,10.44,3.57,Diesel
287,310.19,42500,840,2.49,0.00028,10.44,3.67,Diesel
288,304.28,42500,840,2.49,0.00028,10.44,3.81,Diesel
289,298.39,42500,840,2.49,0.00028,10.44,3.87,Diesel
290,292.51,42500,840,2.49,0.00028,10.44,3.98,Diesel
291,286.65,42500,840,2.49,0.00028,10.44,3.98,Diesel
292,280.8,42500,840,2.49,0.00028,10.44,4.11,Diesel
293,274.98,42500,840,2.49,0.00028,10.44,4.21,Diesel
294,269.18,42500,840,2.49,0.00028,10.44,4.38,Diesel
295,263.4,42500,840,2.49,0.00028,10.44,4.41,Diesel
296,257.65,42500,840,2.49,0.00028,10.44,4.58,Diesel
297,251.93,42500,840,2.49,0.00028,10.44,4.68,Diesel
298,246.25,42500,840,2.49,0.00028,10.44,4.82,Diesel
299,240.59,42500,840,2.49,0.00028,10.44,4.99,Diesel
300,234.97,42500,840,2.49,0.00028,10.44,5.12,Diesel
301,229.4,42500,840,2.49,0.00028,10.44,5.22,Diesel
302,223.86,42500,840,2.49,0.00028,10.44,5.39,Diesel
303,218.36,42500,840,2.49,0.00028,10.44,5.56,Diesel
304,212.91,42500,840,2.49,0.00028,10.44,5.76,Diesel
305,207.51,42500,840,2.49,0.00028,10.44,5.93,Diesel
306,202.16,42500,840,2.49,0.00028,10.44,6.1,Diesel
307,196.86,42500,840,2.49,0.00028,10.44,6.37,Diesel
308,191.61,42500,840,2.49,0.00028,10.44,6.54,Diesel
309,186.42,42500,840,2.49,0.00028,10.44,6.7,Diesel
310,181.29,42500,840,2.49,0.00028,10.44,6.97,Diesel
311,176.22,42500,840,2.49,0.00028,10.44,7.21,Diesel
312,171.21,42500,840,2.49,0.00028,10.44,7.45,Diesel
313,166.27,42500,840,2.49,0.00028,10.44,7.75,Diesel
314,161.39,42500,840,2.49,0.00028,10.44,7.95,Diesel
315,156.59,42500,840,2.49,0.00028,10.44,8.32,Diesel
316,151.85,42500,840,2.49,0.00028,10.44,8.59,Diesel
317,147.19,42500,840,2.49,0.00028,10.44,9,Diesel
318,142.61,42500,840,2.49,0.00028,10.44,9.33,Diesel
319,138.1,42500,840,2.49,0.00028,10.44,9.74,Diesel
320,133.67,42500,840,2.49,0.00028,10.44,10.11,Diesel
321,129.33,42500,840,2.49,0.00028,10.44,10.51,Diesel
322,125.07,42500,840,2.49,0.00028,10.44,10.95,Diesel
323,120.89,42500,840,2.49,0.00028,10.44,11.42,Diesel
324,116.8,42500,840,2.49,0.00028,10.44,11.93,Diesel
325,112.8,42500,840,2.49,0.00028,10.44,12.36,Diesel
326,108.89,42500,840,2.49,0.00028,10.44,12.94,Diesel
327,105.07,42500,840,2.49,0.00028,10.44,13.54,Diesel
328,101.35,42500,840,2.49,0.00028,10.44,14.18,Diesel
329,97.72,42500,840,2.49,0.00028,10.44,14.86,Diesel
330,94.2,42500,840,2.49,0.00028,10.44,15.46,Diesel
331,90.77,42500,840,2.49,0.00028,10.44,16.17,Diesel
332,87.44,42500,840,2.49,0.00028,10.44,16.95,Diesel
333,84.21,42500,840,2.49,0.00028,10.44,17.72,Diesel
334,81.09,42500,840,2.49,0.00028,10.44,18.53,Diesel
335,78.08,42500,840,2.49,0.00028,10.44,19.34,Diesel
336,75.17,42500,840,2.49,0.00028,10.44,20.25,Diesel
337,72.37,42500,840,2.49,0.00028,10.44,21.33,Diesel
338,69.67,42500,840,2.49,0.00028,10.44,22.34,Diesel
339,67.09,42500,840,2.49,0.00028,10.44,23.42,Diesel
340,64.62,42500,840,2.49,0.00028,10.44,24.53,Diesel
341,62.27,42500,840,2.49,0.00028,10.44,25.57,Diesel
342,60.03,42500,840,2.49,0.00028,10.44,26.62,Diesel
343,57.9,42500,840,2.49,0.00028,10.44,27.73,Diesel
344,55.89,42500,840,2.49,0.00028,10.44,28.94,Diesel
345,53.99,42500,840,2.49,0.00028,10.44,30.09,Diesel
346,52.22,42500,840,2.49,0.00028,10.44,31.16,Diesel
347,50.56,42500,840,2.49,0.00028,10.44,32.21,Diesel
348,49.02,42500,840,2.49,0.00028,10.44,33.25,Diesel
349,47.6,42500,840,2.49,0.00028,10.44,34.43,Diesel
350,46.31,42500,840,2.49,0.00028,10.44,35.54,Diesel
351,45.13,42500,840,2.49,0.00028,10.44,36.82,Diesel
352,44.08,42500,840,2.49,0.00028,10.44,38.58,Diesel
353,43.15,42500,840,2.49,0.00028,10.44,42.15,Diesel
354,42.34,42500,840,2.49,0.00028,10.44,50.33,Diesel
355,41.66,42500,840,2.49,0.00028,10.44,62.7,Diesel
356,41.09,42500,840,2.49,0.00028,10.44,74.15,Diesel
357,40.66,42500,840,2.49,0.00028,10.44,70.65,Diesel
358,40.35,42500,840,2.49,0.00028,10.44,65.06,Diesel
359,40.16,42500,840,2.49,0.00028,10.44,70.89,Diesel
360,40.09,42500,840,2.49,0.00028,10.44,75.64,Diesel
361,40.15,42500,840,2.49,0.00028,10.44,75.64,Diesel
362,40.34,42500,840,2.49,0.00028,10.44,72.77,Diesel
363,40.65,42500,840,2.49,0.00028,10.44,74.79,Diesel
364,41.08,42500,840,2.49,0.00028,10.44,75.64,Diesel
365,41.64,42500,840,2.49,0.00028,10.44,75.64,Diesel
366,42.32,42500,840,2.49,0.00028,10.44,75.64,Diesel
367,43.12,42500,840,2.49,0.00028,10.44,72.91,Diesel
368,44.05,42500,840,2.49,0.00028,10.44,75.64,Diesel
369,45.1,42500,840,2.49,0.00028,10.44,75.64,Diesel
370,46.27,42500,840,2.49,0.00028,10.44,75.03,Diesel
371,47.57,42500,840,2.49,0.00028,10.44,70.31,Diesel
372,48.98,42500,840,2.49,0.00028,10.44,68.29,Diesel
373,50.52,42500,840,2.49,0.00028,10.44,70.11,Diesel
374,52.17,42500,840,2.49,0.00028,10.44,69.13,Diesel
375,53.95,42500,840,2.49,0.00028,10.44,63.91,Diesel
376,55.84,42500,840,2.49,0.00028,10.44,60.07,Diesel
377,57.85,42500,840,2.49,0.00028,10.44,59.3,Diesel
378,59.97,42500,840,2.49,0.00028,10.44,58.93,Diesel
379,62.21,42500,840,2.49,0.00028,10.44,57.58,Diesel
380,64.56,42500,840,2.49,0.00028,10.44,53.13,Diesel
381,67.03,42500,840,2.49,0.00028,10.44,49.46,Diesel
382,69.61,42500,840,2.49,0.00028,10.44,48.31,Diesel
383,72.3,42500,840,2.49,0.00028,10.44,47.98,Diesel
384,75.1,42500,840,2.49,0.00028,10.44,46.9,Diesel
385,78.01,42500,840,2.49,0.00028,10.44,43.87,Diesel
386,81.02,42500,840,2.49,0.00028,10.44,41.17,Diesel
387,84.14,42500,840,2.49,0.00028,10.44,38.61,Diesel
388,87.36,42500,840,2.49,0.00028,10.44,37.84,Diesel
389,90.69,42500,840,2.49,0.00028,10.44,37.06,Diesel
390,94.12,42500,840,2.49,0.00028,10.44,36.18,Diesel
391,97.64,42500,840,2.49,0.00028,10.44,34.13,Diesel
392,101.27,42500,840,2.49,0.00028,10.44,32.07,Diesel
393,104.99,42500,840,2.49,0.00028,10.44,30.02,Diesel
394,108.8,42500,840,2.49,0.00028,10.44,29.01,Diesel
395,112.71,42500,840,2.49,0.00028,10.44,28.2,Diesel
396,116.71,42500,840,2.49,0.00028,10.44,27.69,Diesel
397,120.8,42500,840,2.49,0.00028,10.44,26.45,Diesel
398,124.97,42500,840,2.49,0.00028,10.44,25.27,Diesel
399,129.24,42500,840,2.49,0.00028,10.44,23.72,Diesel
400,133.58,42500,840,2.49,0.00028,10.44,22.61,Diesel
401,138.01,42500,840,2.49,0.00028,10.44,21.8,Diesel
402,142.51,42500,840,2.49,0.00028,10.44,21.23,Diesel
403,147.1,42500,840,2.49,0.00028,10.44,20.65,Diesel
404,151.76,42500,840,2.49,0.00028,10.44,20.08,Diesel
405,156.49,42500,840,2.49,0.00028,10.44,19.2,Diesel
406,161.3,42500,840,2.49,0.00028,10.44,18.23,Diesel
407,166.17,42500,840,2.49,0.00028,10.44,17.52,Diesel
408,171.12,42500,840,2.49,0.00028,10.44,16.71,Diesel
409,176.12,42500,840,2.49,0.00028,10.44,16.31,Diesel
410,181.19,42500,840,2.49,0.00028,10.44,15.87,Diesel
411,186.33,42500,840,2.49,0.00028,10.44,15.43,Diesel
412,191.52,42500,840,2.49,0.00028,10.44,14.89,Diesel
413,196.76,42500,840,2.49,0.00028,10.44,14.25,Diesel
414,202.07,42500,840,2.49,0.00028,10.44,13.75,Diesel
415,207.42,42500,840,2.49,0.00028,10.44,13.17,Diesel
416,212.82,42500,840,2.49,0.00028,10.44,12.77,Diesel
417,218.28,42500,840,2.49,0.00028,10.44,12.43,Diesel
418,223.77,42500,840,2.49,0.00028,10.44,12.1,Diesel
419,229.31,42500,840,2.49,0.00028,10.44,11.76,Diesel
420,234.89,42500,840,2.49,0.00028,10.44,11.46,Diesel
421,240.51,42500,840,2.49,0.00028,10.44,11.05,Diesel
422,246.17,42500,840,2.49,0.00028,10.44,10.61,Diesel
423,251.86,42500,840,2.49,0.00028,10.44,10.28,Diesel
