Crank_angle,Volume,cf_value,density,viscosity,mass_of_fuel,load,pressure,Fuel
94,433.17,42500,840,2.49,0.000577475,15.13,0.44,Diesel
95,438.81,42500,840,2.49,0.000577475,15.13,0.44,Diesel
96,444.43,42500,840,2.49,0.000577475,15.13,0.47,Diesel
97,450.01,42500,840,2.49,0.000577475,15.13,0.4,Diesel
98,455.55,42500,840,2.49,0.000577475,15.13,0.44,Diesel
99,461.06,42500,840,2.49,0.000577475,15.13,0.51,Diesel
100,466.52,42500,840,2.49,0.000577475,15.13,0.47,Diesel
101,471.95,42500,840,2.49,0.000577475,15.13,0.44,Diesel
102,477.34,42500,840,2.49,0.000577475,15.13,0.51,Diesel
103,482.68,42500,840,2.49,0.000577475,15.13,0.47,Diesel
104,487.98,42500,840,2.49,0.000577475,15.13,0.47,Diesel
105,493.23,42500,840,2.49,0.000577475,15.13,0.47,Diesel
106,498.43,42500,840,2.49,0.000577475,15.13,0.47,Diesel
107,503.59,42500,840,2.49,0.000577475,15.13,0.47,Diesel
108,508.7,42500,840,2.49,0.000577475,15.13,0.47,Diesel
109,513.75,42500,840,2.49,0.000577475,15.13,0.51,Diesel
110,518.76,42500,840,2.49,0.000577475,15.13,0.51,Diesel
111,523.71,42500,840,2.49,0.000577475,15.13,0.51,Diesel
112,528.6,42500,840,2.49,0.000577475,15.13,0.54,Diesel
113,533.45,42500,840,2.49,0.000577475,15.13,0.54,Diesel
114,538.23,42500,840,2.49,0.000577475,15.13,0.51,Diesel
115,542.96,42500,840,2.49,0.000577475,15.13,0.54,Diesel
116,547.63,42500,840,2.49,0.000577475,15.13,0.54,Diesel
117,552.25,42500,840,2.49,0.000577475,15.13,0.54,Diesel
118,556.8,42500,840,2.49,0.000577475,15.13,0.54,Diesel
119,561.29,42500,840,2.49,0.000577475,15.13,0.57,Diesel
120,565.72,42500,840,2.49,0.000577475,15.13,0.57,Diesel
121,570.09,42500,840,2.49,0.000577475,15.13,0.61,Diesel
122,574.4,42500,840,2.49,0.000577475,15.13,0.54,Diesel
123,578.64,42500,840,2.49,0.000577475,15.13,0.57,Diesel
124,582.82,42500,840,2.49,0.000577475,15.13,0.61,Diesel
125,586.93,42500,840,2.49,0.000577475,15.13,0.57,Diesel
126,590.98,42500,840,2.49,0.000577475,15.13,0.61,Diesel
127,594.96,42500,840,2.49,0.000577475,15.13,0.57,Diesel
128,598.87,42500,840,2.49,0.000577475,15.13,0.61,Diesel
129,602.72,42500,840,2.49,0.000577475,15.13,0.57,Diesel
130,606.49,42500,840,2.49,0.000577475,15.13,0.61,Diesel
131,610.2,42500,840,2.49,0.000577475,15.13,0.57,Diesel
132,613.84,42500,840,2.49,0.000577475,15.13,0.64,Diesel
133,617.41,42500,840,2.49,0.000577475,15.13,0.64,Diesel
134,620.91,42500,840,2.49,0.000577475,15.13,0.64,Diesel
135,624.34,42500,840,2.49,0.000577475,15.13,0.64,Diesel
136,627.7,42500,840,2.49,0.000577475,15.13,0.67,Diesel
137,630.99,42500,840,2.49,0.000577475,15.13,0.64,Diesel
138,634.2,42500,840,2.49,0.000577475,15.13,0.64,Diesel
139,637.35,42500,840,2.49,0.000577475,15.13,0.64,Diesel
140,640.42,42500,840,2.49,0.000577475,15.13,0.67,Diesel
141,643.42,42500,840,2.49,0.000577475,15.13,0.64,Diesel
142,646.34,42500,840,2.49,0.000577475,15.13,0.67,Diesel
143,649.19,42500,840,2.49,0.000577475,15.13,0.67,Diesel
144,651.97,42500,840,2.49,0.000577475,15.13,0.67,Diesel
145,654.68,42500,840,2.49,0.000577475,15.13,0.67,Diesel
146,657.31,42500,840,2.49,0.000577475,15.13,0.67,Diesel
147,659.86,42500,840,2.49,0.000577475,15.13,0.67,Diesel
148,662.35,42500,840,2.49,0.000577475,15.13,0.71,Diesel
149,664.75,42500,840,2.49,0.000577475,15.13,0.71,Diesel
150,667.09,42500,840,2.49,0.000577475,15.13,0.74,Diesel
151,669.34,42500,840,2.49,0.000577475,15.13,0.64,Diesel
152,671.52,42500,840,2.49,0.000577475,15.13,0.71,Diesel
153,673.63,42500,840,2.49,0.000577475,15.13,0.74,Diesel
154,675.66,42500,840,2.49,0.000577475,15.13,0.67,Diesel
155,677.62,42500,840,2.49,0.000577475,15.13,0.71,Diesel
156,679.5,42500,840,2.49,0.000577475,15.13,0.74,Diesel
157,681.3,42500,840,2.49,0.000577475,15.13,0.67,Diesel
158,683.03,42500,840,2.49,0.000577475,15.13,0.71,Diesel
159,684.68,42500,840,2.49,0.000577475,15.13,0.77,Diesel
160,686.25,42500,840,2.49,0.000577475,15.13,0.71,Diesel
161,687.75,42500,840,2.49,0.000577475,15.13,0.77,Diesel
162,689.17,42500,840,2.49,0.000577475,15.13,0.71,Diesel
163,690.52,42500,840,2.49,0.000577475,15.13,0.77,Diesel
164,691.79,42500,840,2.49,0.000577475,15.13,0.74,Diesel
165,692.98,42500,840,2.49,0.000577475,15.13,0.67,Diesel
166,694.09,42500,840,2.49,0.000577475,15.13,0.74,Diesel
167,695.13,42500,840,2.49,0.000577475,15.13,0.71,Diesel
168,696.09,42500,840,2.49,0.000577475,15.13,0.81,Diesel
169,696.98,42500,840,2.49,0.000577475,15.13,0.74,Diesel
170,697.79,42500,840,2.49,0.000577475,15.13,0.71,Diesel
171,698.52,42500,840,2.49,0.000577475,15.13,0.77,Diesel
172,699.17,42500,840,2.49,0.000577475,15.13,0.74,Diesel
173,699.75,42500,840,2.49,0.000577475,15.13,0.71,Diesel
174,700.25,42500,840,2.49,0.000577475,15.13,0.81,Diesel
175,700.67,42500,840,2.49,0.000577475,15.13,0.77,Diesel
176,701.02,42500,840,2.49,0.000577475,15.13,0.77,Diesel
177,701.29,42500,840,2.49,0.000577475,15.13,0.77,Diesel
178,701.48,42500,840,2.49,0.000577475,15.13,0.77,Diesel
179,701.59,42500,840,2.49,0.000577475,15.13,0.77,Diesel
180,701.63,42500,840,2.49,0.000577475,15.13,0.77,Diesel
181,701.59,42500,840,2.49,0.000577475,15.13,0.77,Diesel
182,701.48,42500,840,2.49,0.000577475,15.13,0.77,Diesel
183,701.28,42500,840,2.49,0.000577475,15.13,0.77,Diesel
184,701.01,42500,840,2.49,0.000577475,15.13,0.81,Diesel
185,700.66,42500,840,2.49,0.000577475,15.13,0.77,Diesel
186,700.24,42500,840,2.49,0.000577475,15.13,0.77,Diesel
187,699.74,42500,840,2.49,0.000577475,15.13,0.77,Diesel
188,699.16,42500,840,2.49,0.000577475,15.13,0.77,Diesel
189,698.5,42500,840,2.49,0.000577475,15.13,0.81,Diesel
190,697.77,42500,840,2.49,0.000577475,15.13,0.81,Diesel
191,696.96,42500,840,2.49,0.000577475,15.13,0.81,Diesel
192,696.07,42500,840,2.49,0.000577475,15.13,0.81,Diesel
193,695.11,42500,840,2.49,0.000577475,15.13,0.77,Diesel
194,694.07,42500,840,2.49,0.000577475,15.13,0.81,Diesel
195,692.95,42500,840,2.49,0.000577475,15.13,0.81,Diesel
196,691.76,42500,840,2.49,0.000577475,15.13,0.81,Diesel
197,690.49,42500,840,2.49,0.000577475,15.13,0.81,Diesel
198,689.14,42500,840,2.49,0.000577475,15.13,0.81,Diesel
199,687.72,42500,840,2.49,0.000577475,15.13,0.91,Diesel
200,686.22,42500,840,2.49,0.000577475,15.13,0.84,Diesel
201,684.65,42500,840,2.49,0.000577475,15.13,0.84,Diesel
202,682.99,42500,840,2.49,0.000577475,15.13,0.84,Diesel
203,681.27,42500,840,2.49,0.000577475,15.13,0.88,Diesel
204,679.46,42500,840,2.49,0.000577475,15.13,0.81,Diesel
205,677.58,42500,840,2.49,0.000577475,15.13,0.84,Diesel
206,675.63,42500,840,2.49,0.000577475,15.13,0.88,Diesel
207,673.59,42500,840,2.49,0.000577475,15.13,0.84,Diesel
208,671.49,42500,840,2.49,0.000577475,15.13,0.88,Diesel
209,669.3,42500,840,2.49,0.000577475,15.13,0.88,Diesel
210,667.05,42500,840,2.49,0.000577475,15.13,0.88,Diesel
211,664.71,42500,840,2.49,0.000577475,15.13,0.88,Diesel
212,662.3,42500,840,2.49,0.000577475,15.13,0.88,Diesel
213,659.82,42500,840,2.49,0.000577475,15.13,0.88,Diesel
214,657.27,42500,840,2.49,0.000577475,15.13,0.88,Diesel
215,654.63,42500,840,2.49,0.000577475,15.13,0.91,Diesel
216,651.93,42500,840,2.49,0.000577475,15.13,0.94,Diesel
217,649.15,42500,840,2.49,0.000577475,15.13,0.94,Diesel
218,646.3,42500,840,2.49,0.000577475,15.13,0.94,Diesel
219,643.37,42500,840,2.49,0.000577475,15.13,0.98,Diesel
220,640.37,42500,840,2.49,0.000577475,15.13,1.01,Diesel
221,637.3,42500,840,2.49,0.000577475,15.13,0.94,Diesel
222,634.16,42500,840,2.49,0.000577475,15.13,0.98,Diesel
223,630.94,42500,840,2.49,0.000577475,15.13,1.01,Diesel
224,627.65,42500,840,2.49,0.000577475,15.13,0.98,Diesel
225,624.29,42500,840,2.49,0.000577475,15.13,1.04,Diesel
226,620.87,42500,840,2.49,0.000577475,15.13,1.04,Diesel
227,617.36,42500,840,2.49,0.000577475,15.13,1.04,Diesel
228,613.79,42500,840,2.49,0.000577475,15.13,1.08,Diesel
229,610.16,42500,840,2.49,0.000577475,15.13,1.04,Diesel
230,606.45,42500,840,2.49,0.000577475,15.13,1.08,Diesel
231,602.67,42500,840,2.49,0.000577475,15.13,1.08,Diesel
232,598.82,42500,840,2.49,0.000577475,15.13,1.11,Diesel
233,594.91,42500,840,2.49,0.000577475,15.13,1.15,Diesel
234,590.93,42500,840,2.49,0.000577475,15.13,1.11,Diesel
235,586.89,42500,840,2.49,0.000577475,15.13,1.18,Diesel
236,582.77,42500,840,2.49,0.000577475,15.13,1.18,Diesel
237,578.6,42500,840,2.49,0.000577475,15.13,1.18,Diesel
238,574.36,42500,840,2.49,0.000577475,15.13,1.18,Diesel
239,570.05,42500,840,2.49,0.000577475,15.13,1.21,Diesel
240,565.68,42500,840,2.49,0.000577475,15.13,1.21,Diesel
241,561.25,42500,840,2.49,0.000577475,15.13,1.25,Diesel
242,556.76,42500,840,2.49,0.000577475,15.13,1.28,Diesel
243,552.21,42500,840,2.49,0.000577475,15.13,1.21,Diesel
244,547.6,42500,840,2.49,0.000577475,15.13,1.28,Diesel
245,542.93,42500,840,2.49,0.000577475,15.13,1.28,Diesel
246,538.2,42500,840,2.49,0.000577475,15.13,1.28,Diesel
247,533.41,42500,840,2.49,0.000577475,15.13,1.31,Diesel
248,528.57,42500,840,2.49,0.000577475,15.13,1.38,Diesel
249,523.68,42500,840,2.49,0.000577475,15.13,1.38,Diesel
250,518.73,42500,840,2.49,0.000577475,15.13,1.42,Diesel
251,513.72,42500,840,2.49,0.000577475,15.13,1.42,Diesel
252,508.67,42500,840,2.49,0.000577475,15.13,1.42,Diesel
253,503.56,42500,840,2.49,0.000577475,15.13,1.45,Diesel
254,498.41,42500,840,2.49,0.000577475,15.13,1.48,Diesel
255,493.2,42500,840,2.49,0.000577475,15.13,1.52,Diesel
256,487.95,42500,840,2.49,0.000577475,15.13,1.58,Diesel
257,482.66,42500,840,2.49,0.000577475,15.13,1.58,Diesel
258,477.32,42500,840,2.49,0.000577475,15.13,1.58,Diesel
259,471.93,42500,840,2.49,0.000577475,15.13,1.62,Diesel
260,466.51,42500,840,2.49,0.000577475,15.13,1.65,Diesel
261,461.04,42500,840,2.49,0.000577475,15.13,1.72,Diesel
262,455.54,42500,840,2.49,0.000577475,15.13,1.75,Diesel
263,450,42500,840,2.49,0.000577475,15.13,1.75,Diesel
264,444.42,42500,840,2.49,0.000577475,15.13,1.79,Diesel
265,438.81,42500,840,2.49,0.000577475,15.13,1.85,Diesel
266,433.16,42500,840,2.49,0.000577475,15.13,1.85,Diesel
267,427.49,42500,840,2.49,0.000577475,15.13,1.89,Diesel
268,421.78,42500,840,2.49,0.000577475,15.13,1.92,Diesel
269,416.05,42500,840,2.49,0.000577475,15.13,1.99,Diesel
270,410.29,42500,840,2.49,0.000577475,15.13,2.02,Diesel
271,404.5,42500,840,2.49,0.000577475,15.13,2.06,Diesel
272,398.7,42500,840,2.49,0.000577475,15.13,2.12,Diesel
273,392.87,42500,840,2.49,0.000577475,15.13,2.12,Diesel
274,387.02,42500,840,2.49,0.000577475,15.13,2.19,Diesel
275,381.16,42500,840,2.49,0.000577475,15.13,2.26,Diesel
276,375.28,42500,840,2.49,0.000577475,15.13,2.29,Diesel
277,369.39,42500,840,2.49,0.000577475,15.13,2.36,Diesel
278,363.49,42500,840,2.49,0.000577475,15.13,2.36,Diesel
279,357.58,42500,840,2.49,0.000577475,15.13,2.43,Diesel
280,351.66,42500,840,2.49,0.000577475,15.13,2.49,Diesel
281,345.73,42500,840,2.49,0.000577475,15.13,2.56,Diesel
282,339.8,42500,840,2.49,0.000577475,15.13,2.63,Diesel
283,333.87,42500,840,2.49,0.000577475,15.13,2.66,Diesel
284,327.95,42500,840,2.49,0.000577475,15.13,2.8,Diesel
285,322.02,42500,840,2.49,0.000577475,15.13,2.86,Diesel
286,316.1,42500,840,2.49,0.000577475,15.13,2.96,Diesel
287,310.19,42500,840,2.49,0.000577475,15.13,2.96,Diesel
288,304.28,42500,840,2.49,0.000577475,15.13,3.07,Diesel
289,298.39,42500,840,2.49,0.000577475,15.13,3.17,Diesel
290,292.51,42500,840,2.49,0.000577475,15.13,3.23,Diesel
291,286.65,42500,840,2.49,0.000577475,15.13,3.37,Diesel
292,280.8,42500,840,2.49,0.000577475,15.13,3.47,Diesel
293,274.98,42500,840,2.49,0.000577475,15.13,3.57,Diesel
294,269.18,42500,840,2.49,0.000577475,15.13,3.64,Diesel
295,263.4,42500,840,2.49,0.000577475,15.13,3.77,Diesel
296,257.65,42500,840,2.49,0.000577475,15.13,3.91,Diesel
297,251.93,42500,840,2.49,0.000577475,15.13,4.01,Diesel
298,246.25,42500,840,2.49,0.000577475,15.13,4.14,Diesel
299,240.59,42500,840,2.49,0.000577475,15.13,4.28,Diesel
300,234.97,42500,840,2.49,0.000577475,15.13,4.45,Diesel
301,229.4,42500,840,2.49,0.000577475,15.13,4.58,Diesel
302,223.86,42500,840,2.49,0.000577475,15.13,4.72,Diesel
303,218.36,42500,840,2.49,0.000577475,15.13,4.89,Diesel
304,212.91,42500,840,2.49,0.000577475,15.13,5.09,Diesel
305,207.51,42500,840,2.49,0.000577475,15.13,5.26,Diesel
306,202.16,42500,840,2.49,0.000577475,15.13,5.42,Diesel
307,196.86,42500,840,2.49,0.000577475,15.13,5.66,Diesel
308,191.61,42500,840,2.49,0.000577475,15.13,5.83,Diesel
309,186.42,42500,840,2.49,0.000577475,15.13,6.1,Diesel
310,181.29,42500,840,2.49,0.000577475,15.13,6.33,Diesel
311,176.22,42500,840,2.49,0.000577475,15.13,6.54,Diesel
312,171.21,42500,840,2.49,0.000577475,15.13,6.81,Diesel
313,166.27,42500,840,2.49,0.000577475,15.13,7.08,Diesel
314,161.39,42500,840,2.49,0.000577475,15.13,7.34,Diesel
315,156.59,42500,840,2.49,0.000577475,15.13,7.65,Diesel
316,151.85,42500,840,2.49,0.000577475,15.13,8.02,Diesel
317,147.19,42500,840,2.49,0.000577475,15.13,8.32,Diesel
318,142.61,42500,840,2.49,0.000577475,15.13,8.69,Diesel
319,138.1,42500,840,2.49,0.000577475,15.13,9.06,Diesel
320,133.67,42500,840,2.49,0.000577475,15.13,9.5,Diesel
321,129.33,42500,840,2.49,0.000577475,15.13,9.84,Diesel
322,125.07,42500,840,2.49,0.000577475,15.13,10.34,Diesel
323,120.89,42500,840,2.49,0.000577475,15.13,10.81,Diesel
324,116.8,42500,840,2.49,0.000577475,15.13,11.32,Diesel
325,112.8,42500,840,2.49,0.000577475,15.13,11.83,Diesel
326,108.89,42500,840,2.49,0.000577475,15.13,12.43,Diesel
327,105.07,42500,840,2.49,0.000577475,15.13,13.04,Diesel
328,101.35,42500,840,2.49,0.000577475,15.13,13.65,Diesel
329,97.72,42500,840,2.49,0.000577475,15.13,14.32,Diesel
330,94.2,42500,840,2.49,0.000577475,15.13,15.03,Diesel
331,90.77,42500,840,2.49,0.000577475,15.13,15.7,Diesel
332,87.44,42500,840,2.49,0.000577475,15.13,16.44,Diesel
333,84.21,42500,840,2.49,0.000577475,15.13,17.25,Diesel
334,81.09,42500,840,2.49,0.000577475,15.13,18.09,Diesel
335,78.08,42500,840,2.49,0.000577475,15.13,19.04,Diesel
336,75.17,42500,840,2.49,0.000577475,15.13,20.01,Diesel
337,72.37,42500,840,2.49,0.000577475,15.13,20.92,Diesel
338,69.67,42500,840,2.49,0.000577475,15.13,21.93,Diesel
339,67.09,42500,840,2.49,0.000577475,15.13,22.98,Diesel
340,64.62,42500,840,2.49,0.000577475,15.13,24.06,Diesel
341,62.27,42500,840,2.49,0.000577475,15.13,25.17,Diesel
342,60.03,42500,840,2.49,0.000577475,15.13,26.31,Diesel
343,57.9,42500,840,2.49,0.000577475,15.13,27.32,Diesel
344,55.89,42500,840,2.49,0.000577475,15.13,28.33,Diesel
345,53.99,42500,840,2.49,0.000577475,15.13,29.48,Diesel
346,52.22,42500,840,2.49,0.000577475,15.13,30.69,Diesel
347,50.56,42500,840,2.49,0.000577475,15.13,31.97,Diesel
348,49.02,42500,840,2.49,0.000577475,15.13,33.66,Diesel
349,47.6,42500,840,2.49,0.000577475,15.13,36.49,Diesel
350,46.31,42500,840,2.49,0.000577475,15.13,45.69,Diesel
351,45.13,42500,840,2.49,0.000577475,15.13,55.19,Diesel
352,44.08,42500,840,2.49,0.000577475,15.13,54.07,Diesel
353,43.15,42500,840,2.49,0.000577475,15.13,52.12,Diesel
354,42.34,42500,840,2.49,0.000577475,15.13,61.55,Diesel
355,41.66,42500,840,2.49,0.000577475,15.13,64.65,Diesel
356,41.09,42500,840,2.49,0.000577475,15.13,63.85,Diesel
357,40.66,42500,840,2.49,0.000577475,15.13,68.7,Diesel
358,40.35,42500,840,2.49,0.000577475,15.13,75.64,Diesel
359,40.16,42500,840,2.49,0.000577475,15.13,73.14,Diesel
360,40.09,42500,840,2.49,0.000577475,15.13,75.64,Diesel
361,40.15,42500,840,2.49,0.000577475,15.13,75.64,Diesel
362,40.34,42500,840,2.49,0.000577475,15.13,75.64,Diesel
363,40.65,42500,840,2.49,0.000577475,15.13,75.64,Diesel
364,41.08,42500,840,2.49,0.000577475,15.13,75.64,Diesel
365,41.64,42500,840,2.49,0.000577475,15.13,75.64,Diesel
366,42.32,42500,840,2.49,0.000577475,15.13,75.64,Diesel
367,43.12,42500,840,2.49,0.000577475,15.13,75.64,Diesel
368,44.05,42500,840,2.49,0.000577475,15.13,75.64,Diesel
369,45.1,42500,840,2.49,0.000577475,15.13,75.64,Diesel
370,46.27,42500,840,2.49,0.000577475,15.13,75.64,Diesel
371,47.57,42500,840,2.49,0.000577475,15.13,75.64,Diesel
372,48.98,42500,840,2.49,0.000577475,15.13,73.51,Diesel
373,50.52,42500,840,2.49,0.000577475,15.13,72.1,Diesel
374,52.17,42500,840,2.49,0.000577475,15.13,70.95,Diesel
375,53.95,42500,840,2.49,0.000577475,15.13,67.89,Diesel
376,55.84,42500,840,2.49,0.000577475,15.13,65.36,Diesel
377,57.85,42500,840,2.49,0.000577475,15.13,63.78,Diesel
378,59.97,42500,840,2.49,0.000577475,15.13,61.22,Diesel
379,62.21,42500,840,2.49,0.000577475,15.13,58.39,Diesel
380,64.56,42500,840,2.49,0.000577475,15.13,56.53,Diesel
381,67.03,42500,840,2.49,0.000577475,15.13,54.51,Diesel
382,69.61,42500,840,2.49,0.000577475,15.13,51.92,Diesel
383,72.3,42500,840,2.49,0.000577475,15.13,49.63,Diesel
384,75.1,42500,840,2.49,0.000577475,15.13,47.91,Diesel
385,78.01,42500,840,2.49,0.000577475,15.13,46.09,Diesel
386,81.02,42500,840,2.49,0.000577475,15.13,43.93,Diesel
387,84.14,42500,840,2.49,0.000577475,15.13,41.88,Diesel
388,87.36,42500,840,2.49,0.000577475,15.13,40.23,Diesel
389,90.69,42500,840,2.49,0.000577475,15.13,38.88,Diesel
390,94.12,42500,840,2.49,0.000577475,15.13,37.13,Diesel
391,97.64,42500,840,2.49,0.000577475,15.13,35.24,Diesel
392,101.27,42500,840,2.49,0.000577475,15.13,33.86,Diesel
393,104.99,42500,840,2.49,0.000577475,15.13,32.75,Diesel
394,108.8,42500,840,2.49,0.000577475,15.13,31.43,Diesel
395,112.71,42500,840,2.49,0.000577475,15.13,30.15,Diesel
396,116.71,42500,840,2.49,0.000577475,15.13,28.71,Diesel
397,120.8,42500,840,2.49,0.000577475,15.13,27.56,Diesel
398,124.97,42500,840,2.49,0.000577475,15.13,26.55,Diesel
399,129.24,42500,840,2.49,0.000577475,15.13,25.61,Diesel
400,133.58,42500,840,2.49,0.000577475,15.13,24.56,Diesel
401,138.01,42500,840,2.49,0.000577475,15.13,23.52,Diesel
402,142.51,42500,840,2.49,0.000577475,15.13,22.57,Diesel
403,147.1,42500,840,2.49,0.000577475,15.13,21.76,Diesel
404,151.76,42500,840,2.49,0.000577475,15.13,21.02,Diesel
405,156.49,42500,840,2.49,0.000577475,15.13,20.35,Diesel
406,161.3,42500,840,2.49,0.000577475,15.13,19.51,Diesel
407,166.17,42500,840,2.49,0.000577475,15.13,18.8,Diesel
408,171.12,42500,840,2.49,0.000577475,15.13,18.06,Diesel
409,176.12,42500,840,2.49,0.000577475,15.13,17.52,Diesel
410,181.19,42500,840,2.49,0.000577475,15.13,16.95,Diesel
411,186.33,42500,840,2.49,0.000577475,15.13,16.41,Diesel
412,191.52,42500,840,2.49,0.000577475,15.13,15.8,Diesel
413,196.76,42500,840,2.49,0.000577475,15.13,15.26,Diesel
414,202.07,42500,840,2.49,0.000577475,15.13,14.76,Diesel
415,207.42,42500,840,2.49,0.000577475,15.13,14.22,Diesel
416,212.82,42500,840,2.49,0.000577475,15.13,13.78,Diesel
417,218.28,42500,840,2.49,0.000577475,15.13,13.41,Diesel
418,223.77,42500,840,2.49,0.000577475,15.13,12.9,Diesel
419,229.31,42500,840,2.49,0.000577475,15.13,12.53,Diesel
420,234.89,42500,840,2.49,0.000577475,15.13,12.13,Diesel
421,240.51,42500,840,2.49,0.000577475,15.13,11.76,Diesel
422,246.17,42500,840,2.49,0.000577475,15.13,11.49,Diesel
423,251.86,42500,840,2.49,0.000577475,15.13,11.19,Diesel
424,257.58,42500,840,2.49,0.000577475,15.13,10.78,Diesel
425,263.33,42500,840,2.49,0.000577475,15.13,10.48,Diesel
426,269.11,42500,840,2.49,0.000577475,15.13,10.17,Diesel
427,274.91,42500,840,2.49,0.000577475,15.13,9.84,Diesel
428,280.74,42500,840,2.49,0.000577475,15.13,9.6,Diesel
429,286.59,42500,840,2.49,0.000577475,15.13,9.4,Diesel
430,292.45,42500,840,2.49,0.000577475,15.13,9.13,Diesel
431,298.33,42500,840,2.49,0.000577475,15.13,8.89,Diesel
432,304.23,42500,840,2.49,0.000577475,15.13,8.63,Diesel
433,310.13,42500,840,2.49,0.000577475,15.13,8.42,Diesel
434,316.05,42500,840,2.49,0.000577475,15.13,8.15,Diesel
435,321.97,42500,840,2.49,0.000577475,15.13,7.98,Diesel
436,327.9,42500,840,2.49,0.000577475,15.13,7.82,Diesel
437,333.83,42500,840,2.49,0.000577475,15.13,7.58,Diesel
438,339.77,42500,840,2.49,0.000577475,15.13,7.45,Diesel
439,345.7,42500,840,2.49,0.000577475,15.13,7.28,Diesel
440,351.62,42500,840,2.49,0.000577475,15.13,7.04,Diesel
441,357.55,42500,840,2.49,0.000577475,15.13,6.91,Diesel
442,363.46,42500,840,2.49,0.000577475,15.13,6.77,Diesel
443,369.37,42500,840,2.49,0.000577475,15.13,6.64,Diesel
444,375.26,42500,840,2.49,0.000577475,15.13,6.5,Diesel
445,381.14,42500,840,2.49,0.000577475,15.13,6.37,Diesel
446,387.01,42500,840,2.49,0.000577475,15.13,6.2,Diesel
447,392.86,42500,840,2.49,0.000577475,15.13,6.03,Diesel
448,398.69,42500,840,2.49,0.000577475,15.13,5.93,Diesel
449,404.5,42500,840,2.49,0.000577475,15.13,5.79,Diesel
450,410.29,42500,840,2.49,0.000577475,15.13,5.69,Diesel
451,416.05,42500,840,2.49,0.000577475,15.13,5.59,Diesel
452,421.79,42500,840,2.49,0.000577475,15.13,5.42,Diesel
453,427.49,42500,840,2.49,0.000577475,15.13,5.39,Diesel
454,433.17,42500,840,2.49,0.000577475,15.13,5.26,Diesel
455,438.82,42500,840,2.49,0.000577475,15.13,5.15,Diesel
456,444.44,42500,840,2.49,0.000577475,15.13,5.09,Diesel
457,450.02,42500,840,2.49,0.000577475,15.13,4.95,Diesel
458,455.56,42500,840,2.49,0.000577475,15.13,4.92,Diesel
459,461.07,42500,840,2.49,0.000577475,15.13,4.78,Diesel
460,466.54,42500,840,2.49,0.000577475,15.13,4.68,Diesel
461,471.97,42500,840,2.49,0.000577475,15.13,4.65,Diesel
462,477.35,42500,840,2.49,0.000577475,15.13,4.51,Diesel
463,482.7,42500,840,2.49,0.000577475,15.13,4.45,Diesel
464,488,42500,840,2.49,0.000577475,15.13,4.41,Diesel
465,493.25,42500,840,2.49,0.000577475,15.13,4.35,Diesel
466,498.46,42500,840,2.49,0.000577475,15.13,4.31,Diesel
467,503.61,42500,840,2.49,0.000577475,15.13,4.21,Diesel
468,508.72,42500,840,2.49,0.000577475,15.13,4.18,Diesel
469,513.78,42500,840,2.49,0.000577475,15.13,4.08,Diesel
470,518.79,42500,840,2.49,0.000577475,15.13,4.04,Diesel
471,523.74,42500,840,2.49,0.000577475,15.13,3.94,Diesel
472,528.64,42500,840,2.49,0.000577475,15.13,3.94,Diesel
473,533.48,42500,840,2.49,0.000577475,15.13,3.87,Diesel
474,538.27,42500,840,2.49,0.000577475,15.13,3.81,Diesel
475,543,42500,840,2.49,0.000577475,15.13,3.77,Diesel
476,547.67,42500,840,2.49,0.000577475,15.13,3.67,Diesel
477,552.29,42500,840,2.49,0.000577475,15.13,3.67,Diesel
478,556.84,42500,840,2.49,0.000577475,15.13,3.6,Diesel
479,561.33,42500,840,2.49,0.000577475,15.13,3.54,Diesel
480,565.76,42500,840,2.49,0.000577475,15.13,3.5,Diesel
481,570.13,42500,840,2.49,0.000577475,15.13,3.4,Diesel
482,574.44,42500,840,2.49,0.000577475,15.13,3.47,Diesel
483,578.68,42500,840,2.49,0.000577475,15.13,3.37,Diesel
484,582.86,42500,840,2.49,0.000577475,15.13,3.34,Diesel
485,586.97,42500,840,2.49,0.000577475,15.13,3.3,Diesel
486,591.02,42500,840,2.49,0.000577475,15.13,3.23,Diesel
487,595,42500,840,2.49,0.000577475,15.13,3.2,Diesel
488,598.91,42500,840,2.49,0.000577475,15.13,3.2,Diesel
489,602.76,42500,840,2.49,0.000577475,15.13,3.17,Diesel
490,606.54,42500,840,2.49,0.000577475,15.13,3.1,Diesel
491,610.25,42500,840,2.49,0.000577475,15.13,3.1,Diesel
492,613.89,42500,840,2.49,0.000577475,15.13,3.07,Diesel
493,617.46,42500,840,2.49,0.000577475,15.13,3.03,Diesel
494,620.96,42500,840,2.49,0.000577475,15.13,2.96,Diesel
495,624.39,42500,840,2.49,0.000577475,15.13,2.93,Diesel
496,627.75,42500,840,2.49,0.000577475,15.13,2.93,Diesel
497,631.03,42500,840,2.49,0.000577475,15.13,2.93,Diesel
498,634.25,42500,840,2.49,0.000577475,15.13,2.9,Diesel
499,637.39,42500,840,2.49,0.000577475,15.13,2.83,Diesel
500,640.46,42500,840,2.49,0.000577475,15.13,2.86,Diesel
501,643.46,42500,840,2.49,0.000577475,15.13,2.86,Diesel
502,646.39,42500,840,2.49,0.000577475,15.13,2.86,Diesel
503,649.24,42500,840,2.49,0.000577475,15.13,2.83,Diesel
